Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2020-03-29,Chào mào,146982,255,Một phần,4.5,Trung bình,8,Xuân,Đồng bằng,Nhiệt đới,41,Nguy cơ cao
2020-03-29,Chích chòe,129784,39,Một phần,3.13,Cao,10,Hạ,Đồng bằng,Rừng ngập mặn,8,Nguy cơ trung bình
2020-03-29,Cu Gáy,173390,127,Có,4.26,Thấp,2,Xuân,Đồng bằng,Rừng ngập mặn,38,Nguy cơ trung bình
2020-04-05,Chào mào,147239,164,Có,3.55,Cao,5,Hạ,Đồng bằng,Rừng ngập mặn,26,Nguy cơ cao
2020-04-05,Cắt nhỏ bụng vàng,31647,45,Không,3.56,Cao,1,Đông,Đồi núi,Rừng ngập mặn,65,Không có nguy cơ
2020-04-05,Công,17790,243,Có,1.94,Cao,1,Đông,Trung du,Nhiệt đới,41,Nguy cơ thấp
2020-04-05,Cú mèo,41946,34,Một phần,2.17,Thấp,3,Thu,Đồi núi,Ôn đới,11,Nguy cơ cao
2020-04-05,Cu Gáy,173606,386,Một phần,4.57,Cao,4,Xuân,Đồng bằng,Ôn đới,58,Nguy cơ thấp
2020-04-05,Yến núi,10147,454,Một phần,1.32,Cao,8,Xuân,Đồng bằng,Rừng ngập mặn,21,Không có nguy cơ
2020-04-05,Chích chòe,130076,247,Có,4.44,Thấp,1,Thu,Đồi núi,Rừng ngập mặn,19,Nguy cơ trung bình
2020-04-12,Yến núi,10148,419,Có,2.22,Cao,10,Hạ,Đồng bằng,Rừng ngập mặn,84,Nguy cơ trung bình
2020-04-12,Cú mèo,41883,53,Có,1.54,Thấp,10,Xuân,Đồng bằng,Ôn đới,100,Nguy cơ trung bình
2020-04-12,Công,17772,329,Có,1.96,Thấp,9,Thu,Đồng bằng,Ôn đới,14,Nguy cơ cao
2020-04-12,Cắt nhỏ bụng vàng,31583,317,Có,1.88,Cao,9,Hạ,Trung du,Rừng ngập mặn,42,Không có nguy cơ
2020-04-12,Chào mào,147497,130,Một phần,2.7,Cao,2,Đông,Trung du,Nhiệt đới,67,Nguy cơ cao
2020-04-12,Chích chòe,130369,420,Không,2.35,Trung bình,4,Thu,Đồi núi,Rừng ngập mặn,78,Nguy cơ trung bình
2020-04-12,Cu Gáy,173823,434,Một phần,2.27,Thấp,4,Đông,Đồng bằng,Nhiệt đới,50,Nguy cơ thấp
2020-04-19,Yến núi,10149,442,Một phần,2.37,Thấp,4,Thu,Đồi núi,Ôn đới,11,Nguy cơ trung bình
2020-04-19,Cú mèo,41820,461,Có,1.79,Trung bình,8,Xuân,Đồi núi,Nhiệt đới,33,Nguy cơ thấp
2020-04-19,Chích chòe,130662,270,Một phần,2.91,Thấp,7,Hạ,Đồng bằng,Nhiệt đới,29,Nguy cơ trung bình
2020-04-19,Chào mào,147755,210,Không,4.69,Cao,5,Đông,Đồi núi,Nhiệt đới,4,Nguy cơ cao
2020-04-19,Cu Gáy,174041,22,Có,3.35,Cao,8,Xuân,Đồi núi,Ôn đới,63,Nguy cơ trung bình
2020-04-19,Công,17755,80,Có,3.56,Thấp,1,Xuân,Trung du,Ôn đới,53,Không có nguy cơ
2020-04-19,Cắt nhỏ bụng vàng,31520,398,Không,3.61,Cao,10,Hạ,Đồng bằng,Nhiệt đới,97,Nguy cơ thấp
2020-04-26,Chào mào,148014,81,Không,1.81,Trung bình,2,Xuân,Đồi núi,Nhiệt đới,88,Nguy cơ cao
2020-04-26,Yến núi,10151,417,Không,1.06,Trung bình,3,Hạ,Đồng bằng,Nhiệt đới,58,Nguy cơ trung bình
2020-04-26,Chích chòe,130956,347,Không,4.6,Trung bình,5,Xuân,Trung du,Nhiệt đới,33,Nguy cơ trung bình
2020-04-26,Cắt nhỏ bụng vàng,31457,368,Một phần,1.37,Thấp,4,Xuân,Trung du,Ôn đới,54,Nguy cơ trung bình
2020-04-26,Cu Gáy,174258,365,Không,1.01,Cao,3,Đông,Đồi núi,Ôn đới,45,Nguy cơ thấp
2020-04-26,Công,17737,286,Một phần,4.84,Trung bình,4,Xuân,Đồng bằng,Ôn đới,24,Nguy cơ cao
2020-04-26,Cú mèo,41757,269,Không,1.31,Cao,3,Đông,Đồng bằng,Ôn đới,6,Nguy cơ thấp
2020-05-03,Cu Gáy,174476,367,Có,4.35,Thấp,1,Xuân,Đồi núi,Rừng ngập mặn,45,Nguy cơ thấp
2020-05-03,Chích chòe,131251,158,Có,2.49,Cao,4,Xuân,Đồng bằng,Nhiệt đới,1,Nguy cơ trung bình
2020-05-03,Cú mèo,41695,264,Có,4.91,Cao,8,Xuân,Đồi núi,Nhiệt đới,66,Nguy cơ thấp
2020-05-03,Công,17719,387,Không,3.53,Cao,6,Thu,Trung du,Ôn đới,74,Nguy cơ thấp
2020-05-03,Yến núi,10152,147,Một phần,1.45,Thấp,10,Đông,Đồng bằng,Ôn đới,4,Không có nguy cơ
2020-05-03,Chào mào,148273,49,Một phần,4.38,Thấp,10,Đông,Trung du,Ôn đới,46,Nguy cơ cao
2020-05-03,Cắt nhỏ bụng vàng,31394,57,Không,1.93,Trung bình,5,Hạ,Trung du,Ôn đới,65,Nguy cơ thấp
2020-05-10,Cắt nhỏ bụng vàng,31331,131,Có,4.02,Trung bình,2,Thu,Đồi núi,Rừng ngập mặn,2,Không có nguy cơ
2020-05-10,Chào mào,148532,170,Có,1.11,Trung bình,9,Thu,Đồng bằng,Ôn đới,47,Nguy cơ cao
2020-05-10,Công,17701,221,Không,4.62,Trung bình,5,Xuân,Đồng bằng,Ôn đới,65,Nguy cơ cao
2020-05-10,Cu Gáy,174694,256,Có,1.16,Cao,10,Hạ,Trung du,Nhiệt đới,58,Nguy cơ thấp
2020-05-10,Yến núi,10153,225,Một phần,2.78,Trung bình,9,Thu,Đồi núi,Ôn đới,38,Nguy cơ trung bình
2020-05-10,Cú mèo,41632,196,Một phần,1.54,Thấp,1,Thu,Đồi núi,Ôn đới,63,Nguy cơ trung bình
2020-05-10,Chích chòe,131546,299,Có,2.58,Thấp,2,Đông,Đồng bằng,Ôn đới,27,Nguy cơ trung bình
2020-05-17,Cắt nhỏ bụng vàng,31269,24,Có,2.59,Trung bình,6,Thu,Đồng bằng,Rừng ngập mặn,15,Nguy cơ cao
2020-05-17,Cu Gáy,174913,108,Có,1.84,Trung bình,7,Xuân,Đồi núi,Rừng ngập mặn,46,Nguy cơ trung bình
2020-05-17,Yến núi,10154,303,Một phần,4.11,Thấp,5,Xuân,Đồi núi,Ôn đới,91,Không có nguy cơ
2020-05-17,Chào mào,148792,238,Có,1.57,Cao,2,Đông,Đồng bằng,Ôn đới,28,Nguy cơ cao
2020-05-17,Chích chòe,131842,107,Một phần,2.51,Cao,8,Xuân,Trung du,Nhiệt đới,56,Nguy cơ trung bình
2020-05-17,Cú mèo,41570,436,Có,2.66,Trung bình,7,Xuân,Trung du,Nhiệt đới,71,Nguy cơ trung bình
2020-05-17,Công,17684,212,Một phần,1.23,Cao,7,Xuân,Đồi núi,Rừng ngập mặn,52,Nguy cơ trung bình
2020-05-24,Cắt nhỏ bụng vàng,31206,346,Có,1.61,Cao,6,Xuân,Trung du,Ôn đới,52,Nguy cơ cao
2020-05-24,Công,17666,412,Có,3.28,Cao,8,Xuân,Trung du,Nhiệt đới,50,Nguy cơ thấp
2020-05-24,Yến núi,10156,105,Một phần,4.84,Cao,2,Thu,Trung du,Rừng ngập mặn,23,Nguy cơ trung bình
2020-05-24,Cú mèo,41507,92,Một phần,3.5,Thấp,7,Thu,Trung du,Ôn đới,95,Nguy cơ trung bình
2020-05-24,Cu Gáy,175131,384,Có,1.62,Thấp,8,Hạ,Trung du,Ôn đới,31,Nguy cơ trung bình
2020-05-24,Chào mào,149053,110,Có,3.3,Cao,5,Thu,Đồng bằng,Rừng ngập mặn,72,Nguy cơ cao
2020-05-24,Chích chòe,132139,88,Một phần,2.88,Cao,5,Hạ,Trung du,Rừng ngập mặn,82,Nguy cơ trung bình
2020-05-31,Chích chòe,132436,346,Không,3.06,Cao,10,Đông,Đồi núi,Ôn đới,30,Nguy cơ trung bình
2020-05-31,Chào mào,149313,283,Không,1.25,Thấp,1,Hạ,Đồng bằng,Rừng ngập mặn,18,Nguy cơ cao
2020-05-31,Cú mèo,41445,33,Có,1.82,Cao,2,Đông,Đồi núi,Nhiệt đới,5,Nguy cơ thấp
2020-05-31,Yến núi,10157,317,Có,3.24,Cao,1,Đông,Đồi núi,Ôn đới,48,Không có nguy cơ
2020-05-31,Cu Gáy,175350,69,Có,1.48,Thấp,6,Xuân,Đồng bằng,Nhiệt đới,42,Nguy cơ thấp
2020-05-31,Cắt nhỏ bụng vàng,31144,466,Có,2.85,Cao,5,Xuân,Đồi núi,Nhiệt đới,36,Nguy cơ thấp
2020-05-31,Công,17648,371,Không,3.1,Thấp,5,Hạ,Trung du,Ôn đới,73,Nguy cơ trung bình
2020-06-07,Yến núi,10158,272,Một phần,2.49,Cao,4,Hạ,Đồi núi,Ôn đới,18,Nguy cơ trung bình
2020-06-07,Công,17631,78,Một phần,4.74,Thấp,9,Hạ,Đồng bằng,Rừng ngập mặn,61,Nguy cơ cao
2020-06-07,Cu Gáy,175569,186,Không,3.41,Trung bình,10,Hạ,Trung du,Nhiệt đới,75,Nguy cơ thấp
2020-06-07,Cú mèo,41383,407,Có,4.69,Cao,3,Xuân,Đồi núi,Rừng ngập mặn,31,Nguy cơ cao
2020-06-07,Chích chòe,132734,35,Một phần,3.56,Trung bình,10,Xuân,Đồng bằng,Ôn đới,36,Nguy cơ trung bình
2020-06-07,Cắt nhỏ bụng vàng,31081,179,Có,4.04,Trung bình,4,Hạ,Trung du,Ôn đới,20,Nguy cơ trung bình
2020-06-07,Chào mào,149575,91,Có,3.4,Trung bình,2,Xuân,Trung du,Nhiệt đới,34,Nguy cơ cao
2020-06-14,Cắt nhỏ bụng vàng,31019,307,Có,5,Cao,9,Thu,Đồng bằng,Nhiệt đới,8,Nguy cơ thấp
2020-06-14,Chích chòe,133033,18,Có,1.4,Trung bình,3,Thu,Đồng bằng,Nhiệt đới,19,Nguy cơ trung bình
2020-06-14,Cu Gáy,175789,430,Có,3.06,Cao,8,Xuân,Đồng bằng,Rừng ngập mặn,98,Nguy cơ thấp
2020-06-14,Công,17613,256,Có,2.59,Trung bình,8,Xuân,Đồi núi,Rừng ngập mặn,47,Không có nguy cơ
2020-06-14,Chào mào,149836,379,Có,1.26,Trung bình,6,Xuân,Đồng bằng,Nhiệt đới,80,Nguy cơ cao
2020-06-14,Cú mèo,41321,420,Một phần,4.34,Cao,1,Đông,Trung du,Nhiệt đới,40,Nguy cơ thấp
2020-06-14,Yến núi,10160,111,Một phần,2.51,Trung bình,2,Đông,Đồi núi,Ôn đới,47,Không có nguy cơ
2020-06-21,Công,17595,194,Có,4.59,Thấp,2,Hạ,Đồng bằng,Ôn đới,2,Không có nguy cơ
2020-06-21,Cu Gáy,176009,416,Có,1.19,Trung bình,7,Thu,Đồi núi,Nhiệt đới,92,Nguy cơ trung bình
2020-06-21,Cú mèo,41259,275,Một phần,2.28,Cao,10,Đông,Đồng bằng,Rừng ngập mặn,39,Nguy cơ cao
2020-06-21,Yến núi,10161,173,Không,3.74,Thấp,5,Đông,Đồi núi,Nhiệt đới,73,Nguy cơ trung bình
2020-06-21,Cắt nhỏ bụng vàng,30957,182,Có,1.05,Cao,10,Thu,Đồng bằng,Nhiệt đới,52,Không có nguy cơ
2020-06-21,Chào mào,150099,291,Có,2.49,Cao,9,Thu,Đồi núi,Rừng ngập mặn,56,Nguy cơ cao
2020-06-21,Chích chòe,133332,183,Không,3.6,Thấp,3,Thu,Đồi núi,Rừng ngập mặn,11,Nguy cơ trung bình
2020-06-28,Chích chòe,133632,225,Không,3.21,Thấp,1,Hạ,Đồi núi,Rừng ngập mặn,72,Nguy cơ cao
2020-06-28,Chào mào,150361,295,Không,4.46,Cao,8,Hạ,Đồi núi,Ôn đới,26,Nguy cơ cao
2020-06-28,Yến núi,10162,15,Một phần,3.06,Trung bình,1,Hạ,Đồi núi,Nhiệt đới,79,Không có nguy cơ
2020-06-28,Cu Gáy,176229,480,Không,1.18,Cao,7,Hạ,Trung du,Ôn đới,44,Nguy cơ trung bình
2020-06-28,Cắt nhỏ bụng vàng,30895,285,Có,1.36,Cao,2,Thu,Trung du,Rừng ngập mặn,25,Nguy cơ thấp
2020-06-28,Cú mèo,41197,193,Một phần,2.35,Trung bình,9,Xuân,Đồi núi,Rừng ngập mặn,34,Không có nguy cơ
2020-06-28,Công,17578,203,Không,4.64,Trung bình,1,Xuân,Trung du,Ôn đới,23,Nguy cơ trung bình
2020-07-05,Chào mào,145816,483,Không,4.91,Cao,4,Thu,Đồng bằng,Ôn đới,74,Nguy cơ cao
2020-07-05,Cú mèo,53357,41,Một phần,2.47,Thấp,9,Thu,Đồi núi,Rừng ngập mặn,61,Nguy cơ thấp
2020-07-05,Yến núi,10065,308,Không,1.79,Trung bình,9,Xuân,Đồng bằng,Ôn đới,5,Không có nguy cơ
2020-07-05,Cắt nhỏ bụng vàng,37482,248,Một phần,2.55,Trung bình,10,Xuân,Đồi núi,Rừng ngập mặn,1,Nguy cơ thấp
2020-07-05,Chích chòe,129659,259,Không,2.11,Trung bình,9,Xuân,Đồng bằng,Nhiệt đới,18,Nguy cơ trung bình
2020-07-05,Cu Gáy,154954,191,Một phần,3.44,Thấp,5,Thu,Đồng bằng,Nhiệt đới,59,Nguy cơ cao
2020-07-05,Công,21342,201,Không,1.31,Trung bình,9,Xuân,Trung du,Rừng ngập mặn,42,Nguy cơ trung bình
2020-07-12,Cú mèo,53383,128,Có,1.47,Thấp,1,Hạ,Đồi núi,Nhiệt đới,25,Không có nguy cơ
2020-07-12,Cu Gáy,154993,310,Không,2.51,Thấp,7,Đông,Đồi núi,Ôn đới,97,Nguy cơ cao
2020-07-12,Chích chòe,129918,461,Có,1.21,Trung bình,7,Đông,Đồi núi,Ôn đới,70,Nguy cơ trung bình
2020-07-12,Yến núi,10065,426,Có,4.39,Trung bình,4,Hạ,Đồi núi,Ôn đới,42,Nguy cơ trung bình
2020-07-12,Chào mào,146034,438,Một phần,1.07,Thấp,2,Xuân,Đồng bằng,Ôn đới,79,Nguy cơ cao
2020-07-12,Công,21353,177,Có,3.59,Cao,4,Xuân,Đồi núi,Nhiệt đới,74,Nguy cơ thấp
2020-07-12,Cắt nhỏ bụng vàng,37463,116,Một phần,4.55,Cao,4,Đông,Trung du,Rừng ngập mặn,60,Nguy cơ thấp
2020-07-19,Chích chòe,130178,498,Không,3.79,Thấp,8,Đông,Trung du,Rừng ngập mặn,82,Nguy cơ trung bình
2020-07-19,Yến núi,10066,152,Không,4.04,Thấp,5,Đông,Trung du,Ôn đới,19,Không có nguy cơ
2020-07-19,Công,21364,218,Một phần,1.78,Thấp,7,Thu,Trung du,Ôn đới,13,Nguy cơ thấp
2020-07-19,Cu Gáy,155031,291,Không,4.21,Thấp,9,Xuân,Đồi núi,Nhiệt đới,19,Nguy cơ cao
2020-07-19,Cú mèo,53410,54,Có,3.41,Cao,9,Xuân,Trung du,Nhiệt đới,6,Không có nguy cơ
2020-07-19,Chào mào,146253,147,Có,1.48,Thấp,6,Xuân,Đồi núi,Rừng ngập mặn,86,Nguy cơ cao
2020-07-19,Cắt nhỏ bụng vàng,37444,93,Một phần,2.47,Cao,2,Hạ,Trung du,Ôn đới,25,Không có nguy cơ
2020-07-26,Cú mèo,53437,251,Một phần,1.14,Cao,8,Đông,Trung du,Rừng ngập mặn,80,Nguy cơ trung bình
2020-07-26,Yến núi,10066,97,Một phần,4.53,Thấp,8,Xuân,Đồng bằng,Ôn đới,35,Không có nguy cơ
2020-07-26,Chào mào,146473,400,Có,2,Cao,3,Xuân,Đồng bằng,Ôn đới,5,Nguy cơ cao
2020-07-26,Chích chòe,130438,83,Không,3.34,Trung bình,5,Xuân,Đồng bằng,Rừng ngập mặn,83,Nguy cơ trung bình
2020-07-26,Cắt nhỏ bụng vàng,37425,281,Một phần,3.12,Thấp,8,Hạ,Đồng bằng,Nhiệt đới,13,Nguy cơ trung bình
2020-07-26,Công,21374,57,Không,2.63,Trung bình,1,Đông,Trung du,Nhiệt đới,52,Nguy cơ thấp
2020-07-26,Cu Gáy,155070,476,Có,3.79,Trung bình,7,Hạ,Đồng bằng,Ôn đới,10,Nguy cơ cao
2020-08-02,Cu Gáy,155109,198,Một phần,2.85,Trung bình,7,Đông,Trung du,Ôn đới,40,Nguy cơ cao
2020-08-02,Chích chòe,130699,209,Có,3.97,Thấp,4,Hạ,Trung du,Rừng ngập mặn,33,Nguy cơ trung bình
2020-08-02,Công,21385,106,Một phần,1.66,Thấp,5,Hạ,Đồng bằng,Nhiệt đới,89,Nguy cơ cao
2020-08-02,Yến núi,10067,331,Không,4.08,Thấp,2,Xuân,Đồng bằng,Nhiệt đới,35,Không có nguy cơ
2020-08-02,Cắt nhỏ bụng vàng,37407,466,Một phần,4.25,Thấp,4,Hạ,Đồi núi,Rừng ngập mặn,22,Nguy cơ thấp
2020-08-02,Cú mèo,53463,353,Có,1.48,Thấp,3,Xuân,Đồng bằng,Rừng ngập mặn,75,Nguy cơ thấp
2020-08-02,Chào mào,146692,219,Một phần,1.52,Cao,7,Thu,Đồi núi,Rừng ngập mặn,12,Nguy cơ cao
2020-08-09,Công,21396,69,Có,1.74,Thấp,5,Xuân,Đồng bằng,Nhiệt đới,64,Nguy cơ cao
2020-08-09,Cú mèo,53490,489,Có,2.69,Thấp,7,Đông,Đồi núi,Rừng ngập mặn,22,Không có nguy cơ
2020-08-09,Yến núi,10067,408,Không,2.96,Trung bình,10,Thu,Đồi núi,Nhiệt đới,30,Nguy cơ trung bình
2020-08-09,Cắt nhỏ bụng vàng,37388,25,Có,1.62,Trung bình,3,Xuân,Đồi núi,Rừng ngập mặn,41,Nguy cơ thấp
2020-08-09,Chào mào,146912,147,Không,2.2,Trung bình,7,Hạ,Trung du,Rừng ngập mặn,95,Nguy cơ cao
2020-08-09,Cu Gáy,155148,202,Không,3.92,Thấp,8,Thu,Đồng bằng,Rừng ngập mặn,44,Nguy cơ cao
2020-08-09,Chích chòe,130961,260,Một phần,2.01,Thấp,2,Hạ,Đồng bằng,Rừng ngập mặn,26,Nguy cơ trung bình
2020-08-16,Yến núi,10068,401,Có,2.68,Trung bình,7,Xuân,Đồi núi,Nhiệt đới,92,Không có nguy cơ
2020-08-16,Cu Gáy,155187,191,Không,4.58,Cao,7,Đông,Đồng bằng,Ôn đới,16,Nguy cơ cao
2020-08-16,Cú mèo,53517,500,Có,3.26,Cao,3,Xuân,Đồng bằng,Ôn đới,69,Không có nguy cơ
2020-08-16,Cắt nhỏ bụng vàng,37369,51,Một phần,4.11,Thấp,7,Xuân,Đồng bằng,Ôn đới,45,Nguy cơ thấp
2020-08-16,Chích chòe,131223,102,Có,4.91,Thấp,4,Xuân,Đồng bằng,Ôn đới,14,Nguy cơ trung bình
2020-08-16,Công,21406,207,Có,3.14,Cao,9,Hạ,Trung du,Rừng ngập mặn,59,Nguy cơ trung bình
2020-08-16,Chào mào,147133,411,Không,2.1,Trung bình,4,Thu,Trung du,Rừng ngập mặn,14,Nguy cơ cao
2020-08-23,Cắt nhỏ bụng vàng,37351,304,Một phần,3.2,Trung bình,2,Thu,Đồng bằng,Rừng ngập mặn,75,Nguy cơ thấp
2020-08-23,Chào mào,147353,101,Không,1.83,Thấp,8,Hạ,Đồng bằng,Ôn đới,4,Nguy cơ cao
2020-08-23,Công,21417,482,Một phần,2.41,Trung bình,5,Đông,Đồi núi,Rừng ngập mặn,38,Nguy cơ cao
2020-08-23,Chích chòe,131485,409,Có,2.88,Trung bình,1,Xuân,Trung du,Rừng ngập mặn,74,Nguy cơ trung bình
2020-08-23,Cú mèo,53544,422,Một phần,4.48,Cao,2,Đông,Trung du,Rừng ngập mặn,90,Không có nguy cơ
2020-08-23,Cu Gáy,155225,257,Không,2.8,Thấp,7,Thu,Đồng bằng,Nhiệt đới,5,Nguy cơ cao
2020-08-23,Yến núi,10068,307,Không,2.73,Trung bình,5,Xuân,Đồng bằng,Nhiệt đới,92,Nguy cơ trung bình
2020-08-30,Chích chòe,131748,313,Một phần,3.64,Cao,8,Hạ,Đồng bằng,Nhiệt đới,34,Nguy cơ trung bình
2020-08-30,Cu Gáy,155264,244,Không,2.42,Thấp,1,Đông,Đồng bằng,Nhiệt đới,10,Nguy cơ cao
2020-08-30,Cú mèo,53570,436,Một phần,1.4,Thấp,9,Xuân,Đồi núi,Nhiệt đới,82,Nguy cơ cao
2020-08-30,Yến núi,10069,309,Có,4.83,Trung bình,5,Đông,Đồi núi,Nhiệt đới,93,Không có nguy cơ
2020-08-30,Chào mào,147575,34,Một phần,1.66,Trung bình,7,Hạ,Đồi núi,Ôn đới,0,Nguy cơ cao
2020-08-30,Cắt nhỏ bụng vàng,37332,159,Không,2.59,Cao,5,Thu,Đồng bằng,Rừng ngập mặn,30,Nguy cơ cao
2020-08-30,Công,21428,31,Một phần,1.86,Trung bình,6,Thu,Đồi núi,Nhiệt đới,13,Nguy cơ thấp
2020-09-06,Chào mào,147796,107,Một phần,1.82,Cao,7,Thu,Đồi núi,Nhiệt đới,53,Nguy cơ cao
2020-09-06,Cú mèo,53597,269,Không,3.27,Cao,6,Thu,Trung du,Nhiệt đới,24,Nguy cơ cao
2020-09-06,Yến núi,10069,162,Không,3.28,Cao,4,Xuân,Trung du,Rừng ngập mặn,43,Nguy cơ trung bình
2020-09-06,Cắt nhỏ bụng vàng,37313,35,Không,2.72,Thấp,7,Hạ,Đồng bằng,Rừng ngập mặn,85,Nguy cơ cao
2020-09-06,Cu Gáy,155303,482,Một phần,3.36,Cao,5,Thu,Trung du,Rừng ngập mặn,5,Nguy cơ cao
2020-09-06,Công,21439,276,Một phần,1.92,Thấp,4,Thu,Trung du,Rừng ngập mặn,63,Nguy cơ cao
2020-09-06,Chích chòe,132011,153,Một phần,1.15,Thấp,4,Thu,Đồng bằng,Ôn đới,83,Nguy cơ trung bình
2020-09-13,Cắt nhỏ bụng vàng,37295,35,Có,4.17,Cao,4,Đông,Trung du,Ôn đới,77,Nguy cơ trung bình
2020-09-13,Yến núi,10070,207,Không,1.61,Trung bình,9,Thu,Đồng bằng,Ôn đới,96,Nguy cơ trung bình
2020-09-13,Chích chòe,132275,427,Một phần,4.05,Thấp,6,Xuân,Đồng bằng,Ôn đới,65,Nguy cơ trung bình
2020-09-13,Cu Gáy,155342,456,Một phần,3.96,Thấp,4,Hạ,Đồi núi,Rừng ngập mặn,73,Nguy cơ cao
2020-09-13,Công,21449,361,Có,1.83,Cao,8,Đông,Đồng bằng,Ôn đới,56,Nguy cơ trung bình
2020-09-13,Chào mào,148018,285,Một phần,1.93,Trung bình,2,Xuân,Trung du,Nhiệt đới,29,Nguy cơ cao
2020-09-13,Cú mèo,53624,213,Không,1.23,Cao,4,Xuân,Trung du,Rừng ngập mặn,24,Nguy cơ trung bình
2020-09-20,Chào mào,148240,19,Có,3.98,Trung bình,1,Thu,Đồng bằng,Nhiệt đới,82,Nguy cơ cao
2020-09-20,Cắt nhỏ bụng vàng,37276,386,Có,2.42,Thấp,7,Thu,Đồi núi,Nhiệt đới,77,Không có nguy cơ
2020-09-20,Cu Gáy,155381,182,Một phần,1.83,Trung bình,4,Đông,Đồi núi,Ôn đới,46,Nguy cơ cao
2020-09-20,Cú mèo,53651,219,Một phần,4.57,Trung bình,3,Đông,Đồi núi,Rừng ngập mặn,21,Nguy cơ cao
2020-09-20,Công,21460,234,Có,4.08,Thấp,5,Đông,Trung du,Ôn đới,77,Nguy cơ trung bình
2020-09-20,Yến núi,10070,200,Một phần,4.75,Thấp,6,Đông,Đồng bằng,Ôn đới,78,Không có nguy cơ
2020-09-20,Chích chòe,132540,89,Một phần,3,Thấp,3,Xuân,Trung du,Nhiệt đới,93,Nguy cơ trung bình
2020-09-27,Chào mào,148462,367,Một phần,4.11,Thấp,7,Đông,Đồng bằng,Rừng ngập mặn,90,Nguy cơ cao
2020-09-27,Cắt nhỏ bụng vàng,37257,125,Có,1.38,Trung bình,1,Xuân,Trung du,Rừng ngập mặn,43,Nguy cơ thấp
2020-09-27,Cú mèo,53678,408,Có,2.77,Cao,3,Hạ,Đồi núi,Rừng ngập mặn,0,Nguy cơ trung bình
2020-09-27,Cu Gáy,155419,329,Một phần,1.12,Cao,1,Hạ,Trung du,Rừng ngập mặn,52,Nguy cơ cao
2020-09-27,Yến núi,10071,45,Không,3.72,Cao,7,Hạ,Trung du,Rừng ngập mặn,4,Không có nguy cơ
2020-09-27,Công,21471,440,Có,3.93,Thấp,5,Đông,Đồng bằng,Ôn đới,88,Nguy cơ trung bình
2020-09-27,Chích chòe,132805,489,Một phần,3.28,Trung bình,10,Thu,Trung du,Ôn đới,53,Nguy cơ trung bình
2020-10-04,Chích chòe,133071,225,Không,2.67,Cao,6,Xuân,Trung du,Rừng ngập mặn,56,Nguy cơ trung bình
2020-10-04,Cú mèo,53704,368,Có,2.25,Trung bình,7,Thu,Đồi núi,Ôn đới,1,Nguy cơ cao
2020-10-04,Cu Gáy,155458,367,Có,2.53,Cao,10,Hạ,Đồng bằng,Rừng ngập mặn,71,Nguy cơ cao
2020-10-04,Chào mào,148685,377,Có,1.77,Cao,4,Xuân,Đồi núi,Nhiệt đới,21,Nguy cơ cao
2020-10-04,Yến núi,10071,367,Không,1.32,Cao,3,Thu,Trung du,Nhiệt đới,1,Không có nguy cơ
2020-10-04,Công,21481,190,Có,4.26,Trung bình,9,Hạ,Đồi núi,Rừng ngập mặn,44,Không có nguy cơ
2020-10-04,Cắt nhỏ bụng vàng,37239,160,Một phần,2.7,Trung bình,7,Đông,Trung du,Nhiệt đới,72,Nguy cơ thấp
2020-10-11,Chích chòe,133337,195,Không,2.42,Cao,4,Xuân,Đồi núi,Ôn đới,20,Nguy cơ trung bình
2020-10-11,Cu Gáy,155497,98,Một phần,1.98,Thấp,7,Đông,Trung du,Nhiệt đới,51,Nguy cơ cao
2020-10-11,Chào mào,148908,499,Không,1.79,Cao,4,Hạ,Đồi núi,Ôn đới,0,Nguy cơ cao
2020-10-11,Cú mèo,53731,340,Không,4.47,Trung bình,4,Hạ,Trung du,Ôn đới,54,Nguy cơ thấp
2020-10-11,Công,21492,78,Không,2.46,Thấp,10,Hạ,Trung du,Ôn đới,63,Nguy cơ cao
2020-10-11,Yến núi,10072,421,Có,4.63,Trung bình,7,Xuân,Đồi núi,Ôn đới,24,Nguy cơ trung bình
2020-10-11,Cắt nhỏ bụng vàng,37220,88,Một phần,4.8,Thấp,1,Hạ,Đồng bằng,Nhiệt đới,31,Nguy cơ cao
2020-10-18,Yến núi,10072,464,Một phần,2.19,Cao,8,Đông,Trung du,Rừng ngập mặn,50,Không có nguy cơ
2020-10-18,Công,21503,204,Có,4.91,Thấp,7,Thu,Trung du,Rừng ngập mặn,3,Nguy cơ thấp
2020-10-18,Chích chòe,133604,109,Một phần,3.65,Trung bình,4,Xuân,Trung du,Nhiệt đới,100,Nguy cơ cao
2020-10-18,Cú mèo,53758,397,Một phần,2.3,Thấp,5,Xuân,Đồng bằng,Nhiệt đới,54,Nguy cơ trung bình
2020-10-18,Chào mào,149131,408,Một phần,2.19,Trung bình,2,Hạ,Trung du,Rừng ngập mặn,93,Nguy cơ cao
